11/6/2016,Lamb Chilli Masala,1
11/6/2016,Chilli Paneer,1
11/6/2016,Dhansak,4
11/6/2016,Methi,3
11/6/2016,Kurma,5
11/6/2016,Lamb Karahi,1
11/6/2016,Grapes Special,2
11/6/2016,Tandoori Chicken (Main),1
11/6/2016,Lamb Tikka Jalfrezi,2
11/6/2016,Lamb Tikka Masala,1
11/6/2016,Rogon,1
11/6/2016,Mushroom,1
11/6/2016,Pathia,1
11/6/2016,Lamb Shashlick,1
11/6/2016,Garlic Tikka Chilli Masala,1
11/6/2016,Chicken Biryani,2
11/6/2016,Lamb Biryani,1
11/6/2016,Lamb Roshni,1
11/6/2016,Chicken Tikka Biryani,1
11/6/2016,Tandoori Mixed Grill,1
11/6/2016,Jinga Chillies,1
12/6/2016,Mint Sauce,1
12/6/2016,Mango Chutney,4
12/6/2016,Onion Chutney,2
12/6/2016,Plain Papadum,10
12/6/2016,Chapati,2
12/6/2016,Naan,6
12/6/2016,Plain Rice,2
12/6/2016,Pilau Rice,9
12/6/2016,Garlic Naan,3
12/6/2016,Peshwari Naan,1
12/6/2016,Keema Naan,2
12/6/2016,Paratha,2
12/6/2016,Tandoori Paratha,1
12/6/2016,Onion Bhaji,2
12/6/2016,Crispy Aloo,1
12/6/2016,Mini Bhaji,3
12/6/2016,French Fries,2
12/6/2016,Meat Samosa,1
12/6/2016,Keema Rice,1
12/6/2016,Saag Rice,1
12/6/2016,Chicken Pakora,2
12/6/2016,Sheek Kehab,2
12/6/2016,Aloo Chaat,1
12/6/2016,Tandoori Chicken,1
12/6/2016,Chicken Tikka,1
12/6/2016,Prawn Puree,1
12/6/2016,Masala Sauce,1
12/6/2016,Bombay Aloo,1
12/6/2016,Mixed Starter,1
12/6/2016,Aloo Gobi,1
12/6/2016,Mushroom Bhajee,1
